0,0,0.0279,0.0258,0.0279,0.0236,0.0279,0.0236,0.0279,0.0258,0.0258,0.0258,0.0279,0.0258,0.0236,0,0,0,0,0.0408,0.0279,0.0301,0.0279,0.0279,0.0279,0.0279,0.0301,0.0236,0.0344,0.0236,0.0322,0.0816,0.0215,0,0,0,0.0301,0.0301,0.0301,0.0193,0.0365,0.0215,0.0301,0.0279,0.0258,0.0301,0.0258,0.0387,0.0516,0.0473,0,0,0,0.043,0.0344,0.0344,0.0322,0.0344,0.0301,0.0301,0.058,0.0408,0.0365,0.1332,0.043,0.0602,0.0258,0,0,0,0.0301,0.0301,0.0365,0.043,0.0344,0.0451,0.0344,0.0322,0.0559,0.043,0.0215,0.0387,0.0258,0.058,0,0,0,0.0473,0.0537,0.0408,0.0408,0.0387,0.043,0.0408,0.0516,0.1654,0.0215,0.0365,0.0215,0.0279,0.0236,0,0,0,0.0279,0.0301,0.0215,0.0344,0.0215,0.0301,0.0279,0.0279,0.0236,0.043,0.0537,0.0451,0.0365,0.0279,0,0,0,0.0473,0.0279,0.0279,0.0344,0.0279,0.0301,0.1311,0.0258,0.0301,0.0258,0.0258,0.0236,0.0279,0.0258,0,0,0,0.0258,0.0301,0.0236,0.0301,0.0236,0.0559,0.0365,0.0408,0.0236,0.0301,0.0279,0.0387,0.0301,0.0387,0,0,0,0.0494,0.0473,0.0344,0.0322,0.1354,0.0193,0.0408,0.0215,0.0279,0.0279,0.0279,0.0301,0.0279,0.0279,0,0,0,0.0322,0.0387,0.0365,0.0537,0.0236,0.0387,0.0279,0.0301,0.0279,0.0473,0.0602,0.0365,0.043,0.0666,0,0,0,0.0537,0.0516,0.159,0.0193,0.0408,0.015,0.0344,0.0193,0.0301,0.0258,0.0236,0.0301,0.0258,0.0258,0,0,0,0.0301,0.0365,0.015,0.0387,0.0236,0.0258,0.0279,0.0279,0.0258,0.0279,0.0258,0.0301,0.0258,0.0408,0,0,0,0.1311,0.0193,0.0365,0.0215,0.0236,0.0279,0.0236,0.0279,0.0258,0.0258,0.0279,0.0236,0.0279,0.0279,0,0,0,0,0.0967,0.0687,0.0967,0.0559,0.1375,0.0387,0.1203,0.0387,0.1504,0.043,0.1912,0.0816,0.1869,0,0
0,0,0.0279,0.0279,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0258,0.0279,0.0215,0.0322,0,0,0,0,0.0408,0.0279,0.0279,0.0301,0.0258,0.0301,0.0301,0.0236,0.0365,0.0236,0.0301,0.0301,0.0795,0.0172,0,0,0,0.0322,0.0322,0.0215,0.0344,0.0215,0.0301,0.0279,0.0258,0.0322,0.0258,0.0279,0.0494,0.0709,0.0344,0,0,0,0.0494,0.043,0.0279,0.0365,0.0301,0.0451,0.0344,0.043,0.0387,0.043,0.1311,0.0344,0.0537,0.0236,0,0,0,0.0301,0.0322,0.0322,0.0451,0.043,0.0365,0.0322,0.0322,0.0322,0.0494,0.0365,0.0387,0.0279,0.0494,0,0,0,0.0473,0.043,0.043,0.0408,0.0387,0.0451,0.0387,0.0473,0.1633,0.0193,0.0344,0.0258,0.0236,0.0258,0,0,0,0.0301,0.0387,0.0344,0.0215,0.0322,0.0279,0.0258,0.0344,0.0516,0.0451,0.0215,0.0602,0.0602,0.0344,0,0,0,0.0451,0.0258,0.0322,0.0451,0.0301,0.0322,0.1289,0.0129,0.0408,0.0215,0.0236,0.0279,0.0258,0.0258,0,0,0,0.0279,0.0258,0.0279,0.0236,0.0279,0.0322,0.0236,0.0387,0.0258,0.043,0.0279,0.0365,0.0301,0.0365,0,0,0,0.0473,0.0473,0.0322,0.0494,0.1354,0.0258,0.0344,0.0258,0.0279,0.0258,0.0322,0.0258,0.0301,0.0301,0,0,0,0.0258,0.0365,0.0602,0.043,0.0494,0.043,0.0236,0.0559,0.0322,0.0473,0.0365,0.0516,0.0365,0.0365,0,0,0,0.0494,0.0365,0.1568,0.0236,0.0301,0.0301,0.0193,0.0279,0.0279,0.0258,0.0279,0.0258,0.0258,0.0301,0,0,0,0.0258,0.0408,0.0215,0.0365,0.0215,0.0279,0.0258,0.0279,0.0279,0.0258,0.0279,0.0279,0.0279,0.0365,0,0,0,0.1354,0.0172,0.0365,0.0215,0.0279,0.0236,0.0279,0.0279,0.0236,0.0279,0.0236,0.0258,0.0301,0.0215,0,0,0,0,0.0924,0.0709,0.101,0.0559,0.1354,0.0365,0.1203,0.0387,0.1461,0.0537,0.1869,0.0816,0.1869,0,0
0,0,0.0301,0.0279,0.0236,0.0279,0.0236,0.0258,0.0301,0.0193,0.0344,0.0193,0.0301,0.0258,0.0236,0,0,0,0,0.0387,0.0279,0.0344,0.0236,0.0344,0.0344,0.0322,0.0279,0.0258,0.0322,0.0258,0.0279,0.0881,0.0236,0,0,0,0.0279,0.0322,0.0279,0.0258,0.0301,0.0279,0.0279,0.0279,0.0279,0.0258,0.0279,0.058,0.0279,0.0408,0,0,0,0.0516,0.0559,0.0344,0.0473,0.0279,0.0322,0.0301,0.0451,0.0451,0.0301,0.1311,0.0193,0.0473,0.0193,0,0,0,0.0365,0.043,0.0322,0.0387,0.043,0.0322,0.0344,0.0258,0.0387,0.0473,0.0215,0.0365,0.0279,0.0344,0,0,0,0.0451,0.0473,0.0473,0.0709,0.0365,0.0451,0.0687,0.0408,0.1611,0.0193,0.0408,0.0172,0.0322,0.0215,0,0,0,0.0301,0.0279,0.0258,0.0301,0.0279,0.0258,0.0279,0.0301,0.0408,0.043,0.0279,0.0451,0.0301,0.0537,0,0,0,0.0473,0.0279,0.0322,0.0301,0.0301,0.0301,0.1311,0.0193,0.0365,0.0236,0.0215,0.0322,0.0215,0.0279,0,0,0,0.0258,0.0258,0.0301,0.0236,0.0279,0.0473,0.0301,0.0344,0.0279,0.0301,0.0258,0.0387,0.0279,0.0494,0,0,0,0.0494,0.0301,0.0516,0.0408,0.1354,0.0193,0.0408,0.0215,0.0279,0.0301,0.0322,0.0344,0.0408,0.0301,0,0,0,0.0623,0.0451,0.0301,0.0365,0.0365,0.0365,0.0301,0.0408,0.0301,0.0494,0.0301,0.0301,0.0666,0.0365,0,0,0,0.0516,0.0344,0.1568,0.0215,0.0365,0.0215,0.0258,0.0258,0.0279,0.0236,0.0301,0.0215,0.0279,0.0279,0,0,0,0.0258,0.0408,0.0193,0.0387,0.0172,0.0344,0.0215,0.0301,0.0279,0.0236,0.0301,0.0258,0.0279,0.0645,0,0,0,0.1311,0.0107,0.0408,0.0215,0.0236,0.0301,0.0236,0.0258,0.0301,0.0193,0.0322,0.0193,0.0301,0.0258,0,0,0,0,0.101,0.0709,0.1031,0.058,0.1311,0.0516,0.1203,0.0494,0.1482,0.0473,0.1891,0.0838,0.1912,0,0
0,0,0.0301,0.0258,0.0279,0.0258,0.0258,0.0258,0.0258,0.0279,0.0236,0.0301,0.0236,0.0279,0.0279,0,0,0,0,0.0451,0.0258,0.0344,0.0322,0.0236,0.0365,0.0215,0.0301,0.0279,0.0279,0.0301,0.0258,0.0859,0.0193,0,0,0,0.0408,0.0494,0.0322,0.0279,0.0258,0.0301,0.0258,0.0279,0.0322,0.0215,0.0344,0.0322,0.0279,0.0387,0,0,0,0.058,0.0322,0.0279,0.0387,0.0279,0.0365,0.0623,0.0344,0.043,0.0322,0.1311,0.0236,0.0473,0.0279,0,0,0,0.0322,0.0301,0.0344,0.0322,0.0322,0.0451,0.0322,0.0322,0.0537,0.0516,0.0387,0.0387,0.0236,0.0365,0,0,0,0.0473,0.0451,0.0451,0.0494,0.0473,0.0516,0.0537,0.0451,0.1654,0.0172,0.0365,0.0258,0.0193,0.0344,0,0,0,0.0215,0.0301,0.0279,0.0258,0.0322,0.0236,0.0279,0.0344,0.0322,0.058,0.0537,0.0408,0.0301,0.0559,0,0,0,0.0451,0.0279,0.0344,0.043,0.0344,0.0258,0.1311,0.0172,0.0387,0.0215,0.0236,0.0279,0.0236,0.0279,0,0,0,0.0236,0.0279,0.0258,0.0258,0.0258,0.0322,0.0516,0.0408,0.0236,0.0473,0.0279,0.0322,0.0322,0.0344,0,0,0,0.0473,0.0559,0.0623,0.0387,0.1332,0.0215,0.0365,0.0258,0.0258,0.0279,0.0322,0.0215,0.0365,0.0215,0,0,0,0.0344,0.0387,0.0279,0.0602,0.058,0.043,0.058,0.0387,0.0215,0.0365,0.0301,0.0623,0.0344,0.0322,0,0,0,0.0516,0.0387,0.1547,0.0129,0.0408,0.0215,0.0236,0.0279,0.0258,0.0258,0.0279,0.0236,0.0301,0.0236,0,0,0,0.0279,0.0387,0.0193,0.0365,0.0215,0.0258,0.0258,0.0279,0.0279,0.0279,0.0258,0.0301,0.0258,0.0408,0,0,0,0.1311,0.0236,0.0322,0.0236,0.0258,0.0236,0.0279,0.0236,0.0258,0.0279,0.0193,0.0344,0.0215,0.0301,0,0,0,0,0.0924,0.0709,0.101,0.0559,0.1354,0.0623,0.1225,0.0559,0.1482,0.0494,0.1891,0.0838,0.1891,0,0
0,0,0.0279,0.0258,0.0301,0.0236,0.0258,0.0279,0.0215,0.0322,0.0215,0.0301,0.0258,0.0236,0.0279,0,0,0,0,0.0387,0.0301,0.0322,0.0322,0.0258,0.0322,0.0279,0.0279,0.0301,0.0301,0.0279,0.0279,0.0816,0.0193,0,0,0,0.0322,0.0279,0.0279,0.0258,0.0279,0.0279,0.0236,0.0322,0.0236,0.0301,0.0279,0.0344,0.0279,0.0408,0,0,0,0.0473,0.0279,0.0365,0.0301,0.0344,0.0344,0.0365,0.0473,0.0365,0.0322,0.1311,0.0301,0.0365,0.0279,0,0,0,0.0709,0.0279,0.0365,0.0301,0.0301,0.0559,0.0516,0.0516,0.0516,0.0451,0.0193,0.0408,0.0408,0.0365,0,0,0,0.0494,0.0408,0.043,0.0387,0.0408,0.043,0.0408,0.0408,0.1633,0.0193,0.0365,0.0215,0.0258,0.0279,0,0,0,0.0258,0.0279,0.0258,0.0279,0.0301,0.0236,0.0322,0.0602,0.0408,0.0408,0.0451,0.0322,0.0301,0.0408,0,0,0,0.0602,0.0344,0.0602,0.0322,0.0301,0.0279,0.1311,0.0193,0.0408,0.015,0.0344,0.0193,0.0301,0.0258,0,0,0,0.0236,0.0301,0.0258,0.0258,0.0301,0.0516,0.0172,0.043,0.0258,0.0279,0.0301,0.0301,0.0301,0.0365,0,0,0,0.0451,0.0387,0.0451,0.0473,0.1354,0.0236,0.0365,0.0236,0.0279,0.0258,0.0322,0.0258,0.0322,0.0258,0,0,0,0.0322,0.0301,0.0301,0.0344,0.0387,0.0387,0.0408,0.0365,0.0279,0.0344,0.0301,0.0301,0.0344,0.0301,0,0,0,0.0559,0.0344,0.159,0.0172,0.0387,0.0193,0.0258,0.0279,0.0215,0.0344,0.0193,0.0301,0.0279,0.0236,0,0,0,0.0301,0.0387,0.0236,0.0301,0.0301,0.0193,0.0301,0.0279,0.0236,0.0301,0.0258,0.0279,0.0301,0.0365,0,0,0,0.1332,0.0193,0.0365,0.0193,0.0279,0.0258,0.0258,0.0279,0.0236,0.0279,0.0236,0.0279,0.0279,0.0258,0,0,0,0,0.0945,0.0709,0.101,0.058,0.1354,0.0408,0.1246,0.0365,0.1482,0.0451,0.1891,0.0881,0.1869,0,0
0,0,0.0236,0.0301,0.0279,0.0236,0.0279,0.0236,0.0258,0.0279,0.0193,0.0344,0.0215,0.0301,0.0258,0,0,0,0,0.043,0.0258,0.0301,0.0322,0.0408,0.0365,0.0215,0.0322,0.0279,0.0322,0.0301,0.0279,0.0816,0.015,0,0,0,0.0408,0.0236,0.0301,0.0258,0.0279,0.0301,0.0258,0.0258,0.0344,0.0236,0.0301,0.0344,0.0301,0.0387,0,0,0,0.0473,0.0322,0.0301,0.0473,0.0537,0.0322,0.0344,0.0645,0.0451,0.0322,0.1311,0.0215,0.043,0.0258,0,0,0,0.0279,0.0537,0.0344,0.0301,0.0322,0.0301,0.0322,0.0559,0.0322,0.0687,0.0236,0.0387,0.0236,0.0387,0,0,0,0.0473,0.0537,0.0451,0.0408,0.0494,0.0408,0.0537,0.0602,0.1633,0.0172,0.0365,0.0258,0.0193,0.0344,0,0,0,0.0215,0.0322,0.0279,0.0258,0.0301,0.0258,0.0279,0.0344,0.043,0.0537,0.0473,0.0344,0.0279,0.0344,0,0,0,0.0451,0.0279,0.0322,0.0301,0.0322,0.0279,0.1311,0.0172,0.0365,0.0215,0.0258,0.0258,0.0279,0.0236,0,0,0,0.0258,0.0279,0.0258,0.0279,0.0258,0.0451,0.0494,0.0451,0.0387,0.0322,0.0279,0.0451,0.0322,0.0344,0,0,0,0.0494,0.0516,0.0602,0.0516,0.1332,0.0215,0.0365,0.0258,0.0258,0.0258,0.0344,0.0215,0.0365,0.0215,0,0,0,0.0451,0.043,0.0279,0.0365,0.0279,0.043,0.0258,0.0365,0.0236,0.0494,0.0301,0.058,0.0344,0.0322,0,0,0,0.0516,0.0473,0.1568,0.015,0.0387,0.0215,0.0258,0.0279,0.0258,0.0279,0.0258,0.0279,0.0258,0.0279,0,0,0,0.0279,0.0387,0.0193,0.0387,0.0236,0.0236,0.0301,0.0236,0.0279,0.0279,0.0258,0.0301,0.0258,0.0408,0,0,0,0.1311,0.0279,0.0301,0.0258,0.0258,0.0236,0.0279,0.0236,0.0258,0.0279,0.0193,0.0344,0.0215,0.0301,0,0,0,0,0.0945,0.073,0.0988,0.0559,0.1354,0.0451,0.1225,0.0322,0.1504,0.0473,0.1869,0.0881,0.1869,0,0
0,0,0.0279,0.0279,0.0258,0.0258,0.0279,0.0236,0.0279,0.0258,0.0258,0.0279,0.0236,0.0322,0.0215,0,0,0,0,0.0408,0.0258,0.0301,0.0279,0.0279,0.0322,0.0387,0.0365,0.0365,0.0322,0.0279,0.0279,0.0838,0.0193,0,0,0,0.0344,0.0236,0.0365,0.0193,0.0322,0.0258,0.0258,0.0301,0.0258,0.0279,0.0322,0.0322,0.0236,0.0451,0,0,0,0.0451,0.0537,0.0322,0.0322,0.0301,0.0344,0.0279,0.0451,0.0494,0.0559,0.1289,0.0236,0.0408,0.0236,0,0,0,0.0301,0.0365,0.0344,0.0301,0.0322,0.0301,0.0301,0.0473,0.0301,0.0365,0.0215,0.0365,0.0258,0.0387,0,0,0,0.0537,0.0408,0.0387,0.0387,0.0408,0.0387,0.0537,0.0387,0.1482,0.0172,0.0387,0.0193,0.0258,0.0301,0,0,0,0.0215,0.0344,0.0193,0.0301,0.0279,0.0258,0.0301,0.0344,0.0301,0.0494,0.0344,0.0365,0.0387,0.0645,0,0,0,0.043,0.0322,0.0279,0.0301,0.0322,0.0408,0.1418,0.0215,0.0365,0.0193,0.0279,0.0258,0.0258,0.0301,0,0,0,0.0215,0.0301,0.0236,0.0279,0.0258,0.0322,0.0387,0.0387,0.0258,0.0279,0.0301,0.0451,0.0322,0.0473,0,0,0,0.0473,0.0344,0.0451,0.0344,0.1354,0.0193,0.0387,0.0236,0.0258,0.0279,0.0365,0.0279,0.0322,0.0215,0,0,0,0.0365,0.0408,0.0322,0.0559,0.0408,0.0387,0.0258,0.0451,0.0602,0.0709,0.0236,0.0322,0.0408,0.0387,0,0,0,0.0537,0.0322,0.1568,0.0344,0.0451,0.015,0.0301,0.0258,0.0258,0.0301,0.0236,0.0258,0.0301,0.0215,0,0,0,0.0322,0.0365,0.0193,0.0365,0.0236,0.0258,0.0258,0.0301,0.0258,0.0279,0.0258,0.0301,0.0258,0.0387,0,0,0,0.1311,0.0193,0.0365,0.0236,0.0236,0.0258,0.0279,0.0258,0.0258,0.0258,0.0258,0.0279,0.0236,0.0322,0,0,0,0,0.0924,0.0709,0.0988,0.0516,0.1225,0.0451,0.1289,0.0322,0.1504,0.043,0.1891,0.0816,0.1869,0,0
0,0,0.0279,0.0236,0.0301,0.0236,0.0258,0.0279,0.0193,0.0344,0.0193,0.0301,0.0279,0.0236,0.0279,0,0,0,0,0.0408,0.0322,0.0236,0.0365,0.0215,0.0322,0.0279,0.0258,0.0301,0.0279,0.0279,0.0301,0.0902,0.0172,0,0,0,0.0344,0.0301,0.0279,0.0279,0.0279,0.0279,0.0258,0.0279,0.0258,0.0279,0.0279,0.0344,0.0408,0.0408,0,0,0,0.0451,0.0344,0.0344,0.0301,0.0365,0.0322,0.0301,0.0473,0.0301,0.0559,0.1332,0.0451,0.0494,0.0258,0,0,0,0.0301,0.0279,0.0473,0.0301,0.0301,0.0344,0.0408,0.0365,0.0408,0.0623,0.0365,0.0408,0.0236,0.0344,0,0,0,0.0623,0.0494,0.0451,0.0473,0.043,0.0537,0.0408,0.043,0.159,0.0236,0.0322,0.0279,0.0215,0.0279,0,0,0,0.0279,0.0258,0.0279,0.0258,0.0279,0.0279,0.0279,0.0473,0.0301,0.0559,0.0279,0.0344,0.0365,0.0645,0,0,0,0.0494,0.0322,0.0279,0.0322,0.0301,0.0279,0.1375,0.0193,0.0387,0.0172,0.0301,0.0215,0.0279,0.0258,0,0,0,0.0236,0.0301,0.0258,0.0258,0.0301,0.0279,0.0301,0.043,0.0258,0.0279,0.0301,0.0301,0.0301,0.058,0,0,0,0.0602,0.043,0.043,0.058,0.1354,0.0236,0.0365,0.0236,0.0322,0.0215,0.0344,0.0236,0.0322,0.0279,0,0,0,0.0301,0.0322,0.0301,0.0322,0.0258,0.0451,0.0236,0.0709,0.0279,0.0322,0.0301,0.0301,0.0322,0.0322,0,0,0,0.0537,0.0387,0.159,0.0193,0.0387,0.0215,0.0258,0.0279,0.0236,0.0322,0.0215,0.0279,0.0279,0.0236,0,0,0,0.0301,0.0387,0.0215,0.0322,0.0301,0.0193,0.0301,0.0279,0.0258,0.0301,0.0258,0.0279,0.0301,0.058,0,0,0,0.1332,0.0193,0.0365,0.0193,0.0279,0.0236,0.0258,0.0301,0.0193,0.0344,0.0215,0.0279,0.0279,0.0236,0,0,0,0,0.0945,0.0709,0.101,0.0516,0.1311,0.0408,0.1246,0.0365,0.1525,0.0494,0.1869,0.0816,0.1891,0,0
0,0,0.0279,0.0279,0.0215,0.0322,0.0215,0.0279,0.0279,0.0236,0.0301,0.0236,0.0279,0.0279,0.0193,0,0,0,0,0.043,0.0301,0.0301,0.0279,0.0301,0.0279,0.0279,0.0322,0.0344,0.0365,0.0258,0.0322,0.0838,0.0236,0,0,0,0.0301,0.0301,0.0322,0.0215,0.0344,0.0236,0.0301,0.0279,0.0279,0.0279,0.0279,0.0344,0.0602,0.043,0,0,0,0.0451,0.0494,0.0322,0.0365,0.0322,0.0322,0.0322,0.0322,0.0322,0.0301,0.1289,0.0279,0.043,0.0236,0,0,0,0.0301,0.0451,0.0301,0.0365,0.0258,0.0365,0.0451,0.0301,0.0473,0.043,0.0236,0.0322,0.0322,0.043,0,0,0,0.0516,0.043,0.0387,0.0408,0.0473,0.043,0.043,0.0408,0.159,0.0236,0.0365,0.0193,0.0301,0.0236,0,0,0,0.0258,0.0301,0.0215,0.0344,0.0236,0.0301,0.0279,0.0344,0.0258,0.043,0.0301,0.0559,0.0344,0.058,0,0,0,0.0473,0.0279,0.0301,0.0322,0.0279,0.0301,0.1354,0.0193,0.0344,0.0236,0.0236,0.0258,0.0258,0.0258,0,0,0,0.0258,0.0236,0.0322,0.0215,0.0279,0.0365,0.0215,0.0387,0.0258,0.0322,0.0236,0.0365,0.0322,0.0365,0,0,0,0.0473,0.0344,0.0473,0.0451,0.1354,0.0666,0.0451,0.0172,0.0301,0.0279,0.0408,0.0301,0.0279,0.0258,0,0,0,0.0344,0.0516,0.0365,0.043,0.0602,0.0387,0.0279,0.0344,0.0279,0.0408,0.0365,0.0344,0.0473,0.0473,0,0,0,0.0623,0.0322,0.159,0.0193,0.0387,0.0193,0.0279,0.0236,0.0279,0.0258,0.0258,0.0279,0.0258,0.0279,0,0,0,0.0258,0.0516,0.0193,0.0387,0.0215,0.0279,0.0258,0.0279,0.0279,0.0215,0.0344,0.0236,0.0279,0.0387,0,0,0,0.1311,0.015,0.0365,0.0236,0.0193,0.0344,0.0193,0.0301,0.0258,0.0236,0.0279,0.0236,0.0279,0.0301,0,0,0,0,0.0988,0.0687,0.101,0.0537,0.1289,0.0408,0.1246,0.0387,0.1525,0.0451,0.1891,0.0816,0.1869,0,0
0,0,0.0279,0.0279,0.0279,0.0258,0.0279,0.0258,0.0258,0.0258,0.0258,0.0258,0.0279,0.0215,0.0322,0,0,0,0,0.0451,0.0279,0.0279,0.0322,0.0258,0.0301,0.0301,0.0236,0.0365,0.0279,0.0301,0.0301,0.0816,0.0172,0,0,0,0.0322,0.0322,0.0215,0.0344,0.0494,0.0301,0.0279,0.0258,0.0322,0.0258,0.0279,0.0387,0.0773,0.058,0,0,0,0.0473,0.0559,0.0322,0.0473,0.0537,0.0301,0.0322,0.0344,0.0344,0.0645,0.1311,0.0215,0.0537,0.0236,0,0,0,0.0301,0.0301,0.0322,0.0451,0.0301,0.043,0.0322,0.0322,0.0301,0.0365,0.043,0.0408,0.0387,0.0365,0,0,0,0.0516,0.0451,0.0408,0.0387,0.0494,0.0623,0.0408,0.0494,0.159,0.0193,0.0344,0.0236,0.0236,0.0258,0,0,0,0.0301,0.0365,0.0344,0.0215,0.0322,0.0279,0.0258,0.0752,0.0258,0.0473,0.0387,0.0408,0.0258,0.0816,0,0,0,0.0559,0.0322,0.0344,0.0537,0.0301,0.0344,0.1418,0.0129,0.0408,0.0215,0.0236,0.0279,0.0258,0.0258,0,0,0,0.0279,0.0236,0.0301,0.0236,0.0279,0.0559,0.0236,0.0387,0.0236,0.0301,0.0279,0.0301,0.0301,0.0602,0,0,0,0.0451,0.0344,0.0451,0.058,0.1289,0.0236,0.0344,0.0236,0.0279,0.0258,0.0301,0.0258,0.0344,0.0301,0,0,0,0.0344,0.0365,0.0236,0.058,0.0387,0.043,0.0236,0.0322,0.0322,0.0301,0.0387,0.0602,0.058,0.0451,0,0,0,0.0494,0.0537,0.1633,0.0236,0.0301,0.0301,0.0193,0.0301,0.0279,0.0236,0.0301,0.0258,0.0258,0.0301,0,0,0,0.0236,0.0451,0.0215,0.0365,0.0215,0.0279,0.0258,0.0258,0.0279,0.0258,0.0279,0.0258,0.0279,0.0516,0,0,0,0.1289,0.0193,0.0365,0.0215,0.0258,0.0236,0.0258,0.0279,0.0236,0.0279,0.0236,0.0258,0.0279,0.0215,0,0,0,0,0.0924,0.0709,0.101,0.0623,0.1354,0.0516,0.1311,0.0387,0.1418,0.0537,0.1934,0.0859,0.1869,0,0
0,0,0.0279,0.0258,0.0279,0.0236,0.0279,0.0236,0.0279,0.0258,0.0258,0.0258,0.0279,0.0258,0.0236,0,0,0,0,0.0408,0.0279,0.0301,0.0279,0.0279,0.0301,0.0279,0.0301,0.0258,0.0344,0.0236,0.0301,0.0838,0.0215,0,0,0,0.0301,0.0301,0.0301,0.0215,0.0365,0.0215,0.0301,0.0279,0.0258,0.0301,0.0258,0.0473,0.0516,0.0494,0,0,0,0.0408,0.0559,0.0301,0.0344,0.0344,0.043,0.0301,0.0365,0.0301,0.0387,0.1289,0.0236,0.0408,0.0258,0,0,0,0.0301,0.0322,0.0344,0.0279,0.0344,0.0365,0.0365,0.0537,0.0301,0.0387,0.0193,0.0387,0.0279,0.0344,0,0,0,0.0494,0.0623,0.0408,0.0494,0.0365,0.043,0.0408,0.0387,0.1547,0.0193,0.0387,0.0215,0.0258,0.0258,0,0,0,0.0279,0.0301,0.0236,0.0344,0.0236,0.0301,0.0279,0.0451,0.0301,0.043,0.0623,0.043,0.0387,0.0301,0,0,0,0.0537,0.0301,0.0279,0.0344,0.0279,0.0301,0.1418,0.0279,0.0301,0.0258,0.0236,0.0236,0.0301,0.0258,0,0,0,0.0258,0.0301,0.0215,0.0301,0.0236,0.0387,0.0279,0.0408,0.0236,0.0279,0.0301,0.043,0.0322,0.0645,0,0,0,0.0473,0.0344,0.0322,0.0387,0.1289,0.0215,0.0387,0.0236,0.0258,0.0279,0.0279,0.0279,0.0344,0.0258,0,0,0,0.0451,0.0623,0.0344,0.0322,0.0236,0.0387,0.0279,0.043,0.0279,0.0365,0.0258,0.0365,0.0279,0.058,0,0,0,0.0516,0.0645,0.1633,0.0193,0.0408,0.015,0.0344,0.0193,0.0301,0.0279,0.0236,0.0301,0.0258,0.0258,0,0,0,0.0301,0.0344,0.0129,0.0408,0.0215,0.0236,0.0301,0.0258,0.0258,0.0301,0.0236,0.0322,0.0236,0.0408,0,0,0,0.1289,0.0193,0.0365,0.0215,0.0258,0.0258,0.0258,0.0258,0.0279,0.0258,0.0258,0.0258,0.0279,0.0279,0,0,0,0,0.0945,0.0709,0.0988,0.0537,0.1268,0.043,0.1289,0.0365,0.1439,0.0451,0.1912,0.0816,0.1891,0,0
0,0,0.0279,0.0258,0.0279,0.0258,0.0279,0.0258,0.0258,0.0279,0.0236,0.0322,0.0215,0.0279,0.0258,0,0,0,0,0.0408,0.0258,0.043,0.0322,0.0279,0.0365,0.0215,0.0322,0.0279,0.0279,0.0301,0.0258,0.0816,0.0344,0,0,0,0.0408,0.0344,0.0322,0.0258,0.0258,0.0301,0.0258,0.0279,0.0322,0.0215,0.0344,0.0537,0.0451,0.0387,0,0,0,0.0494,0.0301,0.0279,0.0387,0.0408,0.0365,0.0516,0.058,0.0387,0.0451,0.1311,0.0236,0.0451,0.0215,0,0,0,0.0494,0.043,0.0344,0.0301,0.0451,0.043,0.0387,0.0322,0.0301,0.0494,0.0215,0.0387,0.0236,0.0344,0,0,0,0.0494,0.043,0.0451,0.0365,0.0451,0.0387,0.0408,0.0408,0.1568,0.0172,0.0365,0.0236,0.0193,0.0344,0,0,0,0.0215,0.0322,0.0279,0.0258,0.0322,0.0258,0.0279,0.0623,0.0344,0.0494,0.0322,0.0344,0.0322,0.0473,0,0,0,0.0451,0.0279,0.0344,0.0687,0.0365,0.0666,0.1418,0.0172,0.0387,0.0193,0.0236,0.0279,0.0236,0.0301,0,0,0,0.0215,0.0279,0.0258,0.0258,0.0279,0.0387,0.0215,0.0387,0.0258,0.0537,0.0301,0.0451,0.0301,0.0344,0,0,0,0.0473,0.0344,0.0301,0.0365,0.1311,0.0215,0.0365,0.0258,0.0258,0.0279,0.0322,0.0215,0.0365,0.0215,0,0,0,0.0344,0.0451,0.0559,0.0365,0.0236,0.043,0.0365,0.0387,0.0215,0.0387,0.0301,0.0365,0.0344,0.0344,0,0,0,0.0516,0.0365,0.1654,0.015,0.0408,0.0215,0.0236,0.0301,0.0258,0.0258,0.0301,0.0215,0.0322,0.0236,0,0,0,0.0301,0.0387,0.0215,0.0365,0.0215,0.0279,0.0258,0.0301,0.0258,0.0279,0.0258,0.0279,0.0258,0.0494,0,0,0,0.1289,0.0193,0.0344,0.0215,0.0258,0.0258,0.0258,0.0258,0.0258,0.0279,0.0215,0.0322,0.0215,0.0301,0,0,0,0,0.0945,0.073,0.0967,0.0623,0.1289,0.0494,0.1289,0.0322,0.1461,0.0473,0.1912,0.0838,0.1848,0,0
